0	3
5	1
13	1
15	1
16	1
18	1
19	2
20	1
21	1
23	1
25	1
26	1
27	2
30	1
32	1
33	1
36	4
38	2
42	5
47	6
50	4
52	8
55	3
57	3
61	3
63	4
66	3
68	6
72	3
73	7
77	3
83	1
84	2
89	5
94	4
100	1
