0	66
4	1
5	2
10	2
11	4
12	1
13	2
14	2
15	6
16	4
18	1
19	2
20	2
21	6
22	7
23	1
25	1
26	3
27	5
28	1
30	2
31	4
32	1
33	1
34	1
35	1
36	13
38	4
40	1
42	9
43	1
44	3
47	13
50	7
52	9
55	8
57	7
61	4
63	11
66	5
68	11
72	4
73	7
77	8
78	7
83	3
84	6
88	2
89	7
94	8
100	6
